Date,Time,open,high,low,close,volume
2025-10-13,09:30:00:000:000:000,6670.25,6672.25,6670.25,6671.5,1323
2025-10-13,09:30:01:000:000:000,6671.25,6671.75,6670.25,6671.25,909
2025-10-13,09:30:02:000:000:000,6671.25,6671.25,6670.0,6671.0,396
2025-10-13,09:30:03:000:000:000,6670.75,6671.75,6670.5,6670.75,364
2025-10-13,09:30:04:000:000:000,6670.5,6670.75,6669.5,6670.25,321
2025-10-13,09:30:05:000:000:000,6670.25,6671.0,6669.5,6671.0,167
2025-10-13,09:30:06:000:000:000,6671.0,6672.0,6670.5,6672.0,291
2025-10-13,09:30:07:000:000:000,6672.25,6672.5,6671.5,6671.5,284
2025-10-13,09:30:08:000:000:000,6671.75,6672.0,6670.0,6670.75,322
2025-10-13,09:30:09:000:000:000,6670.75,6670.75,6670.0,6670.0,235
2025-10-13,09:30:10:000:000:000,6670.0,6670.0,6669.25,6669.5,194
2025-10-13,09:30:11:000:000:000,6669.25,6670.5,6669.25,6670.5,296
2025-10-13,09:30:12:000:000:000,6670.75,6670.75,6670.0,6670.25,168
2025-10-13,09:30:13:000:000:000,6670.0,6670.25,6669.75,6670.0,198
2025-10-13,09:30:14:000:000:000,6670.0,6670.75,6670.0,6670.25,235
2025-10-13,09:30:15:000:000:000,6670.0,6670.5,6670.0,6670.25,122
2025-10-13,09:30:16:000:000:000,6670.25,6671.25,6670.25,6671.25,168
2025-10-13,09:30:17:000:000:000,6671.25,6671.5,6670.75,6670.75,185
2025-10-13,09:30:18:000:000:000,6671.0,6671.5,6670.75,6671.25,219
2025-10-13,09:30:19:000:000:000,6671.25,6671.5,6670.5,6671.0,117
2025-10-13,09:30:20:000:000:000,6671.25,6671.5,6671.0,6671.0,52
2025-10-13,09:30:21:000:000:000,6671.25,6671.75,6671.0,6671.75,117
2025-10-13,09:30:22:000:000:000,6672.0,6672.5,6671.75,6672.0,410
2025-10-13,09:30:23:000:000:000,6672.0,6672.5,6671.75,6672.0,200
2025-10-13,09:30:24:000:000:000,6672.25,6673.25,6672.25,6673.25,225
2025-10-13,09:30:25:000:000:000,6673.0,6673.25,6672.25,6672.25,242
2025-10-13,09:30:26:000:000:000,6672.5,6672.75,6672.0,6672.25,245
2025-10-13,09:30:27:000:000:000,6672.25,6673.0,6672.0,6672.25,111
2025-10-13,09:30:28:000:000:000,6672.5,6672.5,6671.75,6672.0,97
2025-10-13,09:30:29:000:000:000,6672.25,6672.5,6671.5,6671.5,109
2025-10-13,09:30:30:000:000:000,6671.5,6672.75,6671.5,6672.5,149
2025-10-13,09:30:31:000:000:000,6672.25,6672.75,6672.0,6672.75,169
2025-10-13,09:30:32:000:000:000,6672.75,6672.75,6671.75,6672.5,147
2025-10-13,09:30:33:000:000:000,6672.25,6672.75,6672.25,6672.25,234
2025-10-13,09:30:34:000:000:000,6672.25,6672.25,6671.75,6672.25,119
2025-10-13,09:30:35:000:000:000,6672.25,6672.5,6672.0,6672.5,106
2025-10-13,09:30:36:000:000:000,6672.5,6673.5,6672.25,6673.25,153
2025-10-13,09:30:37:000:000:000,6673.25,6673.5,6673.0,6673.5,141
