Date,Time,open,high,low,close,volume
2025-10-13,09:30:00:000:000:000,24824.75,24832.5,24822.5,24829.5,985
2025-10-13,09:30:01:000:000:000,24829.25,24831.0,24825.75,24828.0,470
2025-10-13,09:30:02:000:000:000,24827.75,24827.75,24820.5,24825.0,275
2025-10-13,09:30:03:000:000:000,24823.75,24826.5,24814.75,24815.5,370
2025-10-13,09:30:04:000:000:000,24814.75,24816.5,24809.5,24814.5,385
2025-10-13,09:30:05:000:000:000,24814.75,24815.5,24808.0,24814.0,315
2025-10-13,09:30:06:000:000:000,24814.75,24819.25,24811.5,24818.25,237
2025-10-13,09:30:07:000:000:000,24819.75,24820.0,24814.5,24816.25,218
2025-10-13,09:30:08:000:000:000,24816.0,24817.5,24807.5,24809.25,156
2025-10-13,09:30:09:000:000:000,24809.25,24809.5,24803.5,24805.25,263
2025-10-13,09:30:10:000:000:000,24804.5,24805.5,24800.5,24802.25,260
2025-10-13,09:30:11:000:000:000,24802.5,24806.5,24800.0,24805.75,323
2025-10-13,09:30:12:000:000:000,24805.75,24808.0,24803.0,24804.75,184
2025-10-13,09:30:13:000:000:000,24804.25,24809.75,24803.25,24807.25,208
2025-10-13,09:30:14:000:000:000,24807.75,24814.0,24807.75,24811.5,354
2025-10-13,09:30:15:000:000:000,24811.5,24815.75,24811.5,24812.25,185
2025-10-13,09:30:16:000:000:000,24812.75,24819.25,24811.0,24819.25,171
2025-10-13,09:30:17:000:000:000,24819.25,24820.0,24816.75,24817.75,185
2025-10-13,09:30:18:000:000:000,24817.75,24823.0,24816.5,24820.0,210
2025-10-13,09:30:19:000:000:000,24820.0,24821.5,24815.75,24820.0,180
2025-10-13,09:30:20:000:000:000,24819.75,24823.0,24819.5,24820.75,102
2025-10-13,09:30:21:000:000:000,24821.75,24824.75,24821.25,24824.0,164
2025-10-13,09:30:22:000:000:000,24823.75,24827.75,24821.25,24821.5,242
2025-10-13,09:30:23:000:000:000,24821.25,24823.25,24819.25,24820.5,189
2025-10-13,09:30:24:000:000:000,24820.75,24824.25,24819.5,24824.25,192
2025-10-13,09:30:25:000:000:000,24823.75,24826.5,24820.75,24822.5,233
2025-10-13,09:30:26:000:000:000,24823.75,24823.75,24820.25,24823.0,147
2025-10-13,09:30:27:000:000:000,24822.5,24824.5,24819.5,24820.25,127
2025-10-13,09:30:28:000:000:000,24821.5,24823.25,24819.5,24821.5,104
2025-10-13,09:30:29:000:000:000,24822.0,24823.5,24815.5,24816.5,193
2025-10-13,09:30:30:000:000:000,24817.25,24826.25,24816.5,24825.0,245
2025-10-13,09:30:31:000:000:000,24824.75,24827.25,24822.0,24826.75,143
2025-10-13,09:30:32:000:000:000,24826.25,24829.25,24823.75,24829.25,157
2025-10-13,09:30:33:000:000:000,24828.5,24829.0,24825.0,24825.25,207
2025-10-13,09:30:34:000:000:000,24826.0,24826.25,24821.75,24825.0,200
2025-10-13,09:30:35:000:000:000,24825.5,24827.0,24823.75,24826.75,88
2025-10-13,09:30:36:000:000:000,24827.0,24829.25,24826.25,24828.75,167
2025-10-13,09:30:37:000:000:000,24828.5,24830.5,24826.75,24827.0,131
2025-10-13,09:30:38:000:000:000,24827.5,24832.75,24827.25,24831.75,131
2025-10-13,09:30:39:000:000:000,24831.75,24832.25,24827.75,24832.25,140
2025-10-13,09:30:40:000:000:000,24832.75,24832.75,24828.25,24830.0,161
2025-10-13,09:30:41:000:000:000,24830.75,24831.5,24829.0,24829.75,112
2025-10-13,09:30:42:000:000:000,24830.0,24831.25,24828.25,24830.75,146
2025-10-13,09:30:43:000:000:000,24830.25,24838.0,24829.75,24836.75,282
2025-10-13,09:30:44:000:000:000,24837.25,24837.25,24831.75,24833.0,200
2025-10-13,09:30:45:000:000:000,24833.0,24834.25,24831.75,24832.75,170
2025-10-13,09:30:46:000:000:000,24833.5,24834.5,24831.5,24832.75,132
2025-10-13,09:30:47:000:000:000,24833.75,24835.0,24832.25,24834.25,118
2025-10-13,09:30:48:000:000:000,24833.75,24833.75,24826.75,24827.0,136
2025-10-13,09:30:49:000:000:000,24827.75,24828.0,24823.5,24826.0,139
2025-10-13,09:30:50:000:000:000,24825.75,24828.5,24824.75,24824.75,79
2025-10-13,09:30:51:000:000:000,24823.5,24825.0,24822.25,24825.0,74
2025-10-13,09:30:52:000:000:000,24825.0,24826.25,24823.0,24824.0,114
2025-10-13,09:30:53:000:000:000,24823.5,24824.0,24820.0,24822.25,190
2025-10-13,09:30:54:000:000:000,24822.5,24823.25,24819.0,24819.25,182
2025-10-13,09:30:55:000:000:000,24819.5,24824.25,24819.25,24820.75,154
2025-10-13,09:30:56:000:000:000,24820.5,24826.0,24820.5,24823.75,331
2025-10-13,09:30:57:000:000:000,24823.75,24825.0,24820.75,24821.25,117
2025-10-13,09:30:58:000:000:000,24821.5,24824.25,24821.5,24823.5,88
2025-10-13,09:30:59:000:000:000,24823.5,24824.0,24819.0,24821.0,85
2025-10-13,09:31:00:000:000:000,24820.75,24825.5,24820.0,24820.5,199
2025-10-13,09:31:01:000:000:000,24820.5,24822.75,24820.0,24820.0,135
2025-10-13,09:31:02:000:000:000,24819.5,24823.25,24819.5,24821.75,88
2025-10-13,09:31:03:000:000:000,24821.5,24821.5,24818.0,24819.75,224
2025-10-13,09:31:04:000:000:000,24819.5,24821.25,24817.75,24817.75,158
2025-10-13,09:31:05:000:000:000,24817.5,24818.0,24814.5,24815.0,127
2025-10-13,09:31:06:000:000:000,24814.75,24815.5,24810.75,24812.25,144
2025-10-13,09:31:07:000:000:000,24812.0,24816.5,24812.0,24815.0,151
2025-10-13,09:31:08:000:000:000,24814.25,24817.75,24813.5,24816.75,166
2025-10-13,09:31:09:000:000:000,24817.25,24817.25,24810.75,24812.25,175
2025-10-13,09:31:10:000:000:000,24811.75,24821.0,24810.5,24820.75,281
2025-10-13,09:31:11:000:000:000,24820.25,24821.75,24817.25,24819.25,157
2025-10-13,09:31:12:000:000:000,24819.0,24821.25,24817.75,24818.75,101
2025-10-13,09:31:13:000:000:000,24820.5,24821.5,24819.0,24819.5,104
2025-10-13,09:31:14:000:000:000,24820.25,24823.25,24817.25,24820.25,128
2025-10-13,09:31:15:000:000:000,24820.5,24820.75,24817.25,24818.75,128
2025-10-13,09:31:16:000:000:000,24817.75,24818.5,24811.75,24813.5,152
2025-10-13,09:31:17:000:000:000,24813.25,24814.75,24812.75,24814.75,89
